kinase,-5P,-5G,-5A,-5C,-5S,-5T,-5V,-5I,-5L,-5M,-5F,-5Y,-5W,-5H,-5K,-5R,-5Q,-5N,-5D,-5E,-5s,-5t,-5y,-4P,-4G,-4A,-4C,-4S,-4T,-4V,-4I,-4L,-4M,-4F,-4Y,-4W,-4H,-4K,-4R,-4Q,-4N,-4D,-4E,-4s,-4t,-4y,-3P,-3G,-3A,-3C,-3S,-3T,-3V,-3I,-3L,-3M,-3F,-3Y,-3W,-3H,-3K,-3R,-3Q,-3N,-3D,-3E,-3s,-3t,-3y,-2P,-2G,-2A,-2C,-2S,-2T,-2V,-2I,-2L,-2M,-2F,-2Y,-2W,-2H,-2K,-2R,-2Q,-2N,-2D,-2E,-2s,-2t,-2y,-1P,-1G,-1A,-1C,-1S,-1T,-1V,-1I,-1L,-1M,-1F,-1Y,-1W,-1H,-1K,-1R,-1Q,-1N,-1D,-1E,-1s,-1t,-1y,1P,1G,1A,1C,1S,1T,1V,1I,1L,1M,1F,1Y,1W,1H,1K,1R,1Q,1N,1D,1E,1s,1t,1y,2P,2G,2A,2C,2S,2T,2V,2I,2L,2M,2F,2Y,2W,2H,2K,2R,2Q,2N,2D,2E,2s,2t,2y,3P,3G,3A,3C,3S,3T,3V,3I,3L,3M,3F,3Y,3W,3H,3K,3R,3Q,3N,3D,3E,3s,3t,3y,4P,4G,4A,4C,4S,4T,4V,4I,4L,4M,4F,4Y,4W,4H,4K,4R,4Q,4N,4D,4E,4s,4t,4y
PHKG2,41025797.51,44655368.54,54075612.71,55008007.77,96523372.77,64272662.22,66861587.07,67339806.2,73306806.88,55709321.81,63784879.57,68996210.46,53857889.58,58042657.96,100391623.2,107484293.2,45116349.36,44263881.4,21168798.71,22105050.24,39431351.98,39431351.98,36634246.87,37003854.15,52490967.02,46085643.61,72333089.62,77695923.71,62204239.96,58126284.6,75272220.12,62467871.75,71415575.01,50245260.11,77311511.76,62768209.99,72303185.09,116268005.7,125032489.7,55324523.4,53513259.91,20532447.5,35341201.37,31812582.61,31812582.61,46986729.59,27503170.56,37704713.03,48321360.01,60321522.62,95072466.42,47473308.73,31088941.05,36636773.68,29582514.46,37576310,23974498.62,43214810.68,36232056.45,58627338.32,244838672.6,332544395.2,50187242.97,35057017.86,15757700.49,19537241.31,29239779.83,29239779.83,33714738.66,31215812.19,58281482.52,57551811.9,64584940.56,125762507.3,82006603.49,46033546.04,42075085.6,50492532.75,65987080.32,52749036.86,47062941.3,50938687.93,51269871.99,88566424.42,146950050.5,101508736.4,66690607.31,20874195.22,27578775.01,3953266.69,3953266.69,37689343.57,59273594.78,52046413.15,49425919.82,55221004.91,73314024.18,47400198.56,47985508.72,41130333.21,47323722.94,52596041.65,57180591.54,53200665.02,40009768.04,46413240.22,98056374.71,97976864.42,48899650.53,61350490.03,32439720.74,20714218.85,29722656.03,29722656.03,40227454.1,5935662.89,20388485.6,24060519.02,92404824.72,75730943.61,41525669.03,49493643.08,89745719.69,94882306.04,97651813.19,163432561.3,77225747.37,112060296.3,37624265.85,36640629.08,55027202.5,32761987.54,22241878.35,8537454.43,10905323.32,19475293.2,19475293.2,22302813.26,16738918.82,36333468.8,39659298.34,66563843.53,162102393.7,56637958.95,36034811.19,43542941.2,40296722.34,47500963.22,80553554.76,72938101.72,97970642.19,89878491.09,152543323.6,208346569.4,37707015,43558982.19,13432642.99,9826959.2,18970569.86,18970569.86,23136622.02,36834562.97,49473235.84,52649706.75,91246943,106005651.3,46198523.52,51146784.45,55544653.06,58324418.3,58199009.28,62326248.49,60232929.71,71845307.13,67045194.67,106974308.1,155846030.2,50858034.47,47321864.59,13252074.79,17976119.36,22609602.33,22609602.33,27632646.93,34578171.82,48145751.24,41910268.44,51920936.95,57919196.68,46016765.71,44713865.24,46192541.34,65749370.83,55002951.04,75249313.07,62812622.98,92101644.47,56927492.79,121256921.4,168227894.7,63577179.46,46814745.41,18456767.14,15294577.98,17720318.34,17720318.34,19070501.79
PIM1,8379926.89,8377148.51,8313878.12,9513467.5,13133623.68,7684402.83,4910087.15,6458656.36,8628112.37,5321949.08,6422658.63,6067389.83,7128270.73,8196198.72,18780928.47,24716903.12,7966586.2,6726342.94,6193254.04,5725926.12,5151416.03,5151416.03,6210476.37,10223582.92,11865708.87,9201456.67,8947501.89,12187710.23,9377088.67,7068458.03,5941307.86,5899629.92,8984517.29,6283089.76,6816737.37,7393365.56,10101877.44,21562466.35,18979127.78,11991382.44,13219486.79,9002026.28,11473177.12,8925190.92,8925190.92,7098268.13,8986897.06,7156528.84,6643715.42,7130828.7,9525166.22,6226009.91,3222731.31,2899276.52,3298574.11,3986299.66,3748441,4627953.73,5158849.39,12215157.56,24152865.56,93124649.99,10782173.61,8496065.07,4704552.02,5608291.52,9382502.65,9382502.65,5768349.58,7437732.42,7488197.59,8443574.89,8265663.84,14279522.13,10064409,4499914.73,3516563.25,4176333.95,6334196.63,6053702.57,8423850.36,9916204.75,24779874.28,17225833.06,24686964.03,17109031.34,14460660.55,5180882.4,5756777.37,4814051.76,4814051.76,6983241.51,24377386.28,11305924.28,10341105.38,7790238.41,15609039.64,10188848.97,6751686,4731478.73,8045114.69,8632801.41,6376652.8,10332009.32,6258207.25,14589067.4,24650950.13,17548571.05,16286267.77,19825128.27,8826359.97,8705223.36,4593480.41,4593480.41,9575521,8179271.03,37117910.92,9985158.01,11376404.63,18354614.67,13037894.38,7719737.73,8219349.1,6832497.52,8735339.65,8685642.36,6532424.91,5935087.81,9103044.97,13572628.2,12019869.99,15126840.03,14276646.53,8483623.06,11898829.87,10111659.12,10111659.12,7628584.99,12242910.95,9260651.11,9858213.21,12330115.29,17771645.03,10577199.33,5635858.72,5030327.16,5369992.82,5848619.03,4941423.54,7280453.62,7645797.17,14101221.35,16359767.54,21044331.96,13407409.91,17265271.62,16171825.21,11225238.1,10415978.27,10415978.27,15691877.86,9593392,12774222.17,8631908.84,13217872.77,13679681.81,10410441.92,6431159.39,5757378.93,7274540.6,7313775.97,6874465.55,10042445.64,10047528.63,13282655.18,17945307.89,17292926.74,15811247.05,15742138.9,15632374.06,14090687.59,10979088.26,10979088.26,14488394.66,14487405.54,13374214.81,11050252.98,15098468.82,20558293.99,21385243.3,7441928.24,6723419.46,7507902.63,7960289.06,7576367.39,8002048.54,8538258.6,10432686.43,13067437.92,10309326.22,13824573.37,12892403.78,15145188.09,13891030.4,19834719.9,19834719.9,12587103.19
PIM2,3415840.38,3409210.93,2999173.73,3605208.02,4808200.9,3929332.87,2772868.5,2540961.2,2626401.94,2589109,2360646.46,3200520.11,2485839.76,4370223.66,12580578.46,17867257.57,3483965.04,3142676.92,1782451.65,1783563.03,2035728.43,2035728.43,2256191.95,3114607.27,3672683.41,3855319.29,4826711.76,4476858.78,4248342.35,3737396.05,3451996.93,3256198.11,4063772.09,3200003.99,3206201.17,3041620.39,4148343.6,7846343.58,10731168.59,3909188.74,4075040.23,2049740.27,2746522.75,2606731.42,2606731.42,2246584.48,2430533.97,2307838.74,3103723.36,4075594.88,3005766,2385949.94,2171936.74,1967219.21,2044882.87,2127983.93,2083068.32,2117796.49,2551869.56,4188247.8,10258262.53,45118059.6,3173334.25,2575972.22,1440985.73,1583818.14,1834106.92,1834106.92,1746578.2,2371124.24,1891799.77,2571062.71,3392263.55,4273990.81,3240182.95,2583272.56,2448851.52,2688421.02,2936542.22,4125006.43,5019456.92,4858566.76,11967133.69,7686768.97,14535452.66,3563366.77,4719275.92,1450098.9,1551237.62,1584434.71,1584434.71,2807067.97,7880269.11,3444883.28,3605753.69,4507072.34,5278707.7,4705723.25,3684796.59,2956266.86,3860727.88,3895487.13,3751621.52,5082504.22,2965469.09,4907041.99,5620787.45,6576064.92,3701379.35,5002414.38,2509287.95,2483332.35,1604336.48,1604336.48,3647210.68,3040377.02,13318990.74,4894442.9,5377837.96,6482759.13,5390315.09,3199946.16,3023508.85,2774962.91,3601041.25,2731267.99,2763119.97,2619296.34,3641936.68,4748195.75,5603296.65,4356428.28,4635665.07,2669590.36,3490468.44,3582931.32,3582931.32,2544542.81,4643907.61,4005657.44,3642846.38,5020541.17,5647430.8,4471261.25,2665524.94,2484707.95,2722883.13,2909146.61,3071165.68,3475138.5,3553372.22,6045665.71,5433150.69,10524632.87,4190828.72,4384678.41,2985596.96,2921619.14,2680537.68,2680537.68,2826542.18,4376782.83,4166161.8,3374131.55,5151185.59,4545763.04,4055853.55,2923101.33,2983581.09,3036451.81,3295174.98,3824452.94,3887254.59,4021471.03,5496500.77,5202830.09,9543346.96,4611099.26,4032258.26,3614873.31,3167470.22,2812208.05,2812208.05,3560701.65,5752182.14,4776776.95,3774911.86,5385658.73,8702830.69,9820049.83,3520357.05,3733157.45,3517860.27,3748972.36,3876414.12,3925608.48,4645078.1,4613205.48,5674674.81,7200312.42,4660702.82,4935282.86,3696401.8,3389942.82,3938916.05,3938916.05,3317896.83
PIM3,9312218.76,11678975.88,10774570.59,12543863.04,27746735.28,10919780.04,6646342.31,4959065.72,4839458.81,5022854.16,6452190.65,6404848.61,8949684.04,12260681.45,16031758.92,22529887.47,8623949.7,8088502.67,9208799.91,6483887.82,6242507.79,6242507.79,9612513.49,15477065.5,15731712.82,10710021.82,14821357.98,18116189.44,11152565.47,7146166.63,6837613.31,6171041.85,10799217.46,6748868.93,8098915.96,8438630.36,11928509.06,13456315.72,17106386.01,11701069.96,10605424.07,11636288.06,12404478.08,8473675.07,8473675.07,11187332.53,15833234.52,10081728,8046564.29,9293099.19,16673499.39,8017982.66,4421102.68,2965332.02,3672559.81,4788117.54,4672233.7,4861859.7,6833935.58,11718878.24,19475181,69297567.88,10186300.65,8796434.92,8540309.94,8022545.07,9276406.81,9276406.81,10748517.26,12422811.97,8442137.28,7602221.67,11363332.43,19885551.22,11914413.02,5159139.12,4833852.57,5354648.19,6407110.44,8616966.17,13449485.85,10241902.46,32957504.71,12847053.12,23792777.03,12125987.64,13881044.68,7214159.47,7021123.63,7855967.61,7855967.61,11026814.22,29006696.37,11227362.12,13037978.4,10888941.44,25907049.04,18068806.32,9545933.87,6215595.89,9494743,9766550.29,8331903.16,12689857.47,7247524.77,14020096.75,24391323.26,13757738.97,19978248.5,20025744.29,10536533.63,13647572.78,8016990.22,8016990.22,16594375.96,5559053.53,43659602.27,14331171.37,16820139.44,24883239.6,19539639.17,11053207.51,9543905.45,7626637.07,11214288.64,6254355.08,8461749.61,7380278.71,10824417.71,12796830.46,12744989.66,17784444.45,16184341.02,12262356.05,19271334.92,16967037.57,16967037.57,10453109.8,12905713.71,10348838.08,10999821.68,13850186.27,23462931.38,13370134.99,8163625.49,5819384.11,7273514.92,7554085.89,7979904.97,9607690.19,11436611.35,21474131.36,14378624.46,16825648.03,13579885,18351610.74,11496835.92,9997755.33,12131387.86,12131387.86,10326407.29,11045010.01,16119005.89,9806264.79,16517658.63,20330121.79,12739957.32,9205650.75,8024034.69,7824737.58,9769292.81,8981986.45,11603847.55,12415195.39,16058736.39,16572051.12,20377434.54,15889191.18,16601085.5,19603081.96,16836701.77,13818841.51,13818841.51,14804211.86,20776110.13,19432668.5,13495171.82,19745184.53,32604700.57,23665358,12140972.25,10286378.96,11630994.68,11697964.33,10628113.44,11234834.43,13211013.17,14495786.89,15390635.16,11177141.08,16091088.76,16446261.45,16538286.98,15698503.81,23744054.34,23744054.34,14360715.53
PINK1,51289601.04,47118110.06,60821146.71,68399707.21,48415202.94,52908209.76,47085869.55,50399133.03,51947512.99,53953209.68,70905219.65,60924381.04,68160967.32,63833095.15,44055453.44,43836458.4,42846875.42,51906972.25,97595390.57,86463213.14,97366533.6,97366533.6,73790696.38,38224118.97,57346053.97,55819786.95,75554711.06,76846842.63,61030725.2,36085175.24,42180393.48,44778226.64,48745757.99,61028599.87,81902432.31,89871793.09,75773626.63,36145211.77,40978127.58,50395495.46,71780169.36,90168698.02,109459217.3,61435379.89,61435379.89,100427789.7,21593723.96,29120567.06,43601779.42,61728454.37,48183253.53,44700551.59,22201002.19,38922647.07,107411147.5,78845578.21,71885882.96,83002615.56,87458062.81,48485886.45,19479136.24,40992025.75,30625029.54,34917168.26,55826418.05,40752445.4,27009262.4,27009262.4,158201885,13688368.75,18041967.55,37803213.47,62527016.15,49993040.27,65593205.68,36331397.72,67141743.59,39355160.09,119122053.1,54089560.35,44848427.63,67088872.44,36425446.85,35912446.46,44271170.4,45903683.02,25538589.14,18067637.07,33883852.51,21686113.43,21686113.43,45987269.14,20596707.01,39871622.1,49813517.24,59301270.04,72149685.03,55414977.84,35140031.76,29648917.51,55813209.75,60153361.01,30037813.46,38044700.84,37892547.93,46409138.76,46741448.51,77385605.82,84265409.82,74883725.65,48201748.73,59909189.02,15016129.15,15016129.15,53352678.52,125266738,102916326.2,29972947.29,57833062.66,60351802,67935216.75,25131814.73,29167065.79,27394576.73,33153873.18,26266848.57,29052608.09,24103513.35,50548816.29,84165469.75,108859348.6,41647207.84,123578689.6,24062091.64,15471642.24,23421944.87,23421944.87,24240710.37,65732277.35,40654091.87,50829749.11,58905857.39,69986114.26,59570743.96,37435078.83,33111163.63,35324803.55,45646177.71,49160779.3,55934796.58,47973866.25,51627952.72,46535612.46,73057232.35,46592744.27,47446587.05,32719799.33,30449528.12,36012077.61,36012077.61,77313857.69,53560131.11,44208837.81,38332422.77,50687435.14,57279937.93,61397785.97,37306643.05,33258077.81,34220169.2,42143691,56050870.06,59367148.45,57741511.41,58006489.88,71376388.78,112039518.7,48459116.13,59366671.62,29598859.24,25766955.56,35417612.12,35417612.12,42221390.99,55334083.01,52076671.98,39016373.08,51310208.47,52920082.84,53944047.74,35497509.73,40452051.97,41151919.83,46281761.31,48909662.26,51996662.58,75573532.85,53259616.31,71889631.85,110284172.4,50395039.71,43992674.1,28031907.75,27702275.37,28537336.14,28537336.14,36424431.08
PKACA,22918279.85,30253151.81,27674166.9,29766893.06,22741496.98,18578407.59,18997757.64,17135466.68,18239972.25,19088303.9,25411432.33,22768660.02,28790743.17,29615896.76,47601554,52301941.27,19991109.53,22820268.66,14817377.81,15476114.35,16446717.42,16446717.42,17952593.64,23673039.46,31247809.51,27902274.19,34477941.22,22562775.33,20956955.66,15881062.23,15230078.43,18882928.54,21040803.61,16014388.11,19380877.01,19412161.55,26864228.45,48645844.56,60984280.27,24680914.33,21091780.55,17507714.95,19044939.68,15709709,15709709,18649699.94,21335599.51,17042730.09,19684301.72,22620900.71,22085879.68,12778324.62,6061039.92,5156698.45,5136914.76,6514874.48,6662765.13,12618515.1,10980351.68,38502467.62,88219670.55,295217871.6,21817542.44,10333283.93,5027853.09,5386254.54,8827055.18,8827055.18,9571215,5832160.83,9096423.45,11021506.78,11087605.89,34415118.83,12969779.36,4584288.1,4347750.82,6697018.82,5853251.63,5628497.12,5876628.45,6158152.5,15897491.15,114271577.1,273739167.5,16644933.43,8843746.71,4386763.78,3617976.79,6647946.24,6647946.24,6315415.78,31352894.05,31197364.71,23826418.52,27498600.34,29994505.13,17464792.5,11552201.48,8229905.17,21577059.53,26489419.68,17593524.84,25685182.83,19124793.83,31928806.46,45442027.95,43403965.57,23472708.78,33038937.11,14069525.22,11555336.93,7695446.66,7695446.66,19689155.59,4781748.33,13205686.31,15092784.17,28349993.45,27343938.09,16133261.26,21668726.66,21740449.99,22955739.79,19500320.71,21637126.79,15764271.42,20690231.39,14810027.68,17283064.56,17013375.88,16829244.49,14454373.73,10748687.48,8909598.82,14523794.81,14523794.81,16182513.75,20520110.77,21751202.89,26307536.32,40562753.49,37394724.45,18048850.83,18956666.52,13873024.22,14309086.12,15355130.94,21128157.39,19735387.11,18016905.11,34873607.38,13661026.32,16279841.35,22838112.17,20889867.18,25522283.65,14292708.65,14789321.52,14789321.52,20529098.88,29489089.92,21793735,19500548.3,32913143.93,30983799.86,14402860.68,14342849.2,12892413.87,18949143.34,15947863.01,20590566.09,20697612.76,23806189.78,27174393.62,18295108.8,21468281.57,20804368.04,22854127.88,21369112,20394496.34,19605737.11,19605737.11,23402880.19,32411724.76,23491581.99,18590593.01,26569955.3,22524580.98,18289475.79,16656687,19463377.88,18920405.27,19194228.43,17386044.68,15652102.07,21370515.73,24064277.48,16906608.7,20758475.61,22895342.88,23775347.1,24999056.64,26995708.4,34702284.37,34702284.37,30402122.65
PKACB,67925283.9,79537306.11,66220734.03,69883926.88,70713954.81,42408002.15,33920406.86,22119821.14,31251610.28,33738238.37,33346050.65,35022058.23,41873983.55,68455410.47,126132793,120104400.6,54411672.38,55172702.17,43342828.42,41318221.96,40806273.29,40806273.29,45992467.79,69512591.31,87763083.17,66880669.57,65278694.86,59563819.65,52911532.07,28077489.58,27441111.99,31004389.66,45535368.41,28313297.51,39033169.54,34950638.69,73713924.68,112294625.3,138451665.6,60842247.61,60647142.41,38293394.14,47526154.78,45959838.12,45959838.12,45162186.06,60300515.39,45790657.83,45382094.19,45960046.72,84622742.12,36097996.29,13489374.26,9291079.74,13438970.26,14951490.69,15587304.28,25926093.99,24078358.5,97840566.57,194436053.6,560313505.1,52314317.96,36273232.96,16873316.49,18413701.58,34682852.67,34682852.67,32992988.06,19232552.68,30957448.52,30248397.39,33067581,85130612.65,41333769.57,13548637.05,14182985.74,15532859.89,17734462.7,14847062.49,19604718.42,16750420.64,55761671.64,231547600.4,621227111.1,39366679.35,40143538.3,13892660.6,11838519.79,22599628.24,22599628.24,19587649.22,85442656.76,87362017.56,51909631.01,48355690.76,77841989.2,46472528.75,26419286.95,15713140.87,38434017.1,50774440.01,26977190.84,49741997.8,34194626.84,72443119.2,113558106.6,126875999.2,69496384.31,90056140.44,39529520.84,29042291.89,26235369.53,26235369.53,58053721.8,15894235.5,36213334.28,34035963.31,63716151.82,74490215.83,50215661.29,37159885.19,50338471.68,44123769.44,60692643.47,33751734.14,44177108.95,43559488.67,50941734.82,44314638.81,56205042.75,54289294.35,49803289.78,25269261.53,27043765.25,41143887.72,41143887.72,43929132.63,71408215.67,71323332.06,69298772.5,83755397.92,114298320.4,46027485.32,32560404.64,31599287.65,34993367.86,38670630.25,37727180,39088502.79,56646678.23,93506231.96,43994122.91,51668177.13,67885486.01,68086852.8,85837853.81,43481170.62,54479708.93,54479708.93,55333644.54,91459162.85,74695739.23,54855633.17,77881859,104753622.4,50032865.16,29914605.51,28241633.71,45413999.41,45725187.12,41643353.64,49464512.62,55762341.82,83768570.73,53640602.09,60422335.98,70527606.3,71528405.5,66348373.14,60181338.89,56950258.9,56950258.9,71593390.57,103877406.8,68363254.88,53579231.16,64080192.34,93938611.17,67020738.24,52248669.56,41967643.25,42433143.8,44448394.33,41023941.52,41583949.41,39294832.99,62348242.5,52982590.33,55363581.28,79750662.39,74579073.63,81031462.18,77394740.86,99703038.23,99703038.23,81450605.26
PKACG,43387711.05,54941121.52,55089456.22,59151132.66,68178939.68,39542951.22,39200994.11,31805245.84,31627460.16,35975988.64,38059491.03,41550705.8,43155853.75,71761047.51,99573865.39,119098422.7,45919681.93,48662909.23,28685570.82,29082995.29,38816188.49,38816188.49,37895594.76,55884025.78,57203667.37,49759780.16,55279001.56,56044399.78,46091954.72,35751030.5,29739467.64,30691088.1,46009918.99,34450838.88,44628160.34,43284925.87,68322200.45,97517832.21,128577026.7,54608606.87,53329533.65,31377962.07,35081878.53,50272181.35,50272181.35,34535375.24,59664079.16,49152624.3,39640697.15,46665177.69,85743379.21,40679898.12,18317797.63,16777727.04,17250307.93,28461102.33,25638023.94,41578474.91,35734891.2,78169527.97,127189051.4,320211674,45837870.05,45051482.74,18719864.26,19992387.83,46014823.86,46014823.86,35672058.19,25793970.17,32780157.83,27410128.42,33813992.38,89840708.82,38334411.78,12573145.47,13177852.12,18785897.02,24018435.95,33559734.98,27712572.66,26786943.56,62736685.76,237103411.4,349119620,30895468.71,39960128.91,11424987.09,12504679.05,31465839.55,31465839.55,26373565.59,66757904.7,69849126.77,45888768.94,47097389.81,70604207.65,48343564.19,32470654.55,19799161.53,43042029.91,55297176.6,40880705.72,62652657.38,44298272.04,63831337.98,138957976.6,113695726.3,63565524.61,66345046.68,27274034.3,26097619.41,26255119.48,26255119.48,34059513.15,13266354.5,36154725.69,31284376.33,62311003.44,83435372.39,47025130.25,52918453.6,70443945.96,59260774.98,68019217.77,71106169.96,43556359.9,43295636.04,47166888.62,48496557.9,52960078.25,47104833.44,38227608.23,19758454.4,21063579.91,36724764.33,36724764.33,42196052.5,45458551.21,51963958.75,58685869.59,77660481.4,100024571.1,46467197.04,49187810.99,43552637.57,46416242.9,44741977.78,54597813.38,55048418.79,47827049.05,70243193.05,39196271.44,42008624.01,47062742.87,45501262.01,46787163.68,32654116.66,34277335.86,34277335.86,49510171.53,55426529.2,66899795.83,47423780.24,75706469.75,98586203.71,44552288.89,46085837.33,43348186.37,46024968.15,42589368.22,55917971.34,55464608.82,54820004.52,73753973.5,57224928.28,58768789.56,48308505.52,48713653.24,48514332.54,50316365.36,48628184.82,48628184.82,66670925.21,71006365.82,65036035.36,54178114.69,64729821.84,65691257.97,52954847.76,55144550.07,64723526.03,48193803.93,48904705.67,42378803.97,54464276.62,61240452.19,63230669.4,54409463.37,49281893.53,52143155.96,57618386.36,49261677.98,54807050.96,84848715.37,84848715.37,71750470.73
PKCA,53386567.12,66827139.71,47475944.49,50821519.69,70020819.75,41305706.7,27839076.96,28174421.89,30023806.33,27329069.21,49938430.54,38555733.05,60108655.54,43505931.26,62465486.65,80398505.1,31237496.32,38273681.87,28187692.46,28052796.63,28570247.73,28570247.73,48272777.28,65939932.29,66987841.42,47020944.45,43309191.19,72224709.68,53990591.34,41926049.64,26893282.24,25032807.49,29563609.58,40627728.04,36680061.57,58384549.9,47231034.82,63493585.21,72643263.57,51037814.03,41681414.13,26348309,32997863.41,36775138.61,36775138.61,36537151.45,71204401.41,61284053.09,36042385.61,44969219.48,74004757.82,42596634.81,22189242.27,24872771.21,24476057.57,39533772.83,47802863.81,40302794.34,29266781.73,52112474.1,79426038.28,170938034.1,44010665.77,59743574.54,19317461.43,21821824.7,31606590.45,31606590.45,48658389.46,58498959.12,69801296.15,47349632.9,40788796.93,61280861.63,54987405.02,27105480.9,21468286.74,24363889.74,35212305.43,37780101.64,35657704.4,52201108.91,51202940.34,93162662.38,167896281,59909704.01,56354375.39,24288615.58,21171070.15,31340465.98,31340465.98,35289583.93,69811571.27,114884009.8,50274325.69,36925130.73,74135716.66,54294404.09,36704483.47,21612937.98,35427664.03,45895451.21,35407524.92,47852455.83,26398405.06,52646551.4,104583804,111482554.2,57844762.76,77146229.13,30063618.07,26214408.75,19305540.99,19305540.99,54575456.11,15687981.99,27928820.03,20913615.59,46014572.97,68496675.88,62972665.46,54323809.14,70580890.07,61040329.02,57433097.76,75045078.2,37354587.5,31409124.52,25739115.91,72762008.16,80745008.59,60642298.89,24185853.97,7977845.37,9035117.22,31404278.61,31404278.61,16386447.7,21070635.92,22070025.62,21393434.48,26198643.72,94074961.54,39959905.81,24402727.52,26239029.91,20767430.87,30014213.24,25053004.75,62573421.56,30814456.74,64880149.53,198990614.2,244096317,35963928.22,45185531.08,11342868.94,8396978.7,18123238.98,18123238.98,16311693.36,35078852.74,58294383.08,27865578.27,45914256.69,46220830.02,39463932.51,33361896.5,30298023.43,42437294.32,37309968.78,51094648.06,59700193.92,48942914.4,56211831.57,100141938.7,124050437.8,51972310.86,46255303.48,26604906.81,26482734.24,33413240.28,33413240.28,29226268.22,101502994.6,95205998.68,53545215.04,63068798.46,62087010.13,60381388.45,45912297.71,37882346.31,32612898.72,36841270.77,36143874.22,48825762.94,52092194.28,71219224.02,150395350.6,147957008.5,60520931.71,67745025.51,39045191.57,33573419.83,31515743.86,31515743.86,27937567.26
PKCB,85521054.44,101387618.4,94716875.69,86130225.68,151406681.9,70811999.29,48617102.17,31651821.93,49708360.88,47884366.11,66258627.95,37155949.14,83288730.25,88250247.74,116788639.4,101028291.9,70034169.45,72677971,47388139.39,47286384.36,59037714.41,59037714.41,68752850.86,94670470.92,123579863.7,102670966,82905629.04,124040010.5,84065987.85,39712014.59,30974629.79,40757001.12,70783986.23,56791768.13,53509597.8,73538115.02,92320708.14,129617714,139988177.7,97717531.93,87528225.28,54744347.01,51567535.52,73528754.13,73528754.13,63528806.25,77997469.33,75400012.81,66356253.7,55212858.65,111748597.9,81077334.67,28073048.24,17002503.14,29488988.8,48109438.77,50747654.4,63916426.49,53974640.59,116678866.6,151817654.5,334040457.1,85962807.83,85012687.86,30090400.29,34756143.82,52838809.41,52838809.41,54973267.08,60481662.65,95175478.83,81022137.25,66386269.93,93930751.26,82392453.25,32103959.19,22462625.56,31149347.68,46025511.12,41526811.26,49819001.13,64856002.54,85732913.45,134140090.5,160102390.2,102538514.1,105457462.5,36946021.86,32563623.34,52542233.72,52542233.72,49513436.34,94738032.19,144049139.4,101503809.8,72745081.13,128969365.4,88352485.32,43250102.92,18639647.49,49066569.41,67888346.89,37872050.98,90573970.17,48468854.06,107874124.6,187465054.8,195804964.9,90326828.89,116357833.2,44968278.32,42622936.43,32443341.28,32443341.28,63801006.47,17969006.48,36319461.86,38106796.49,81920380,110835276.8,88757609.92,68724826.49,65306317.61,53671189.9,99962190.27,54709849.46,64086439.51,50475787.41,53459145.36,154467718.2,135341515.4,89902681.03,42885769.76,12631246.81,17861231.21,52290168.72,52290168.72,32243957.04,23033983.44,27581610.7,44123187.29,47764137.67,147022387,59906743.47,33492849.31,31241786.84,35448405.1,45610965.89,26464060.37,64999156.7,47424793.06,105257958.4,300067127.1,346408243.2,54968324.1,68675146.63,16561814.69,13417533.84,32751491.66,32751491.66,20549293.91,51154027.1,92151014.82,68855928.38,92286351.11,83882846.48,62962815.96,52941391.82,44665684.13,67264826.21,57415808.84,50798942.93,90355057.13,87187245.79,115147004.9,199718714.1,187608422.3,93284317.12,91817418.13,43000111.94,42460934.27,52477695.14,52477695.14,55021221.17,108934147.5,104680370.3,92934683.14,72722045.99,87045430.33,82114645.09,58807429.23,48095330.2,55439582.75,60686538,54767557.2,53192980.78,71429694.12,118039200,211314265.4,125403916.6,103170390.7,97131157.3,51983198.89,47027384.82,57808034.77,57808034.77,37397771.25
